"interaction_id","survey_id","Classical_Anxiety","Country_Anxiety","EDM_Anxiety","Folk_Anxiety","Gospel_Anxiety","HipHop_Anxiety","Jass_Anxiety","Kpop_Anxiety","Latin_Anxiety","Lofi_Anxiety","Metal_Anxiety","Pop_Anxiety","RB_Anxiety","Rap_Anxiety","Rock_Anxiety","VideoGameMusic_Anxiety","Classical_Depression","Country_Depression","EDM_Depression","Folk_Depression","Gospel_Depression","HipHop_Depression","Jass_Depression","Kpop_Depression","Latin_Depression","Lofi_Depression","Metal_Depression","Pop_Depression","RB_Depression","Rap_Depression","Rock_Depression","VideoGameMusic_Depression","Classical_Insomnia","Country_Insomnia","EDM_Insomnia","Folk_Insomnia","Gospel_Insomnia","HipHop_Insomnia","Jass_Insomnia","Kpop_Insomnia","Latin_Insomnia","Lofi_Insomnia","Metal_Insomnia","Pop_Insomnia","RB_Insomnia","Rap_Insomnia","Rock_Insomnia","VideoGameMusic_Insomnia","Classical_OCD","Country_OCD","EDM_OCD","Folk_OCD","Gospel_OCD","HipHop_OCD","Jass_OCD","Kpop_OCD","Latin_OCD","Lofi_OCD","Metal_OCD","Pop_OCD","RB_OCD","Rap_OCD","Rock_OCD","VideoGameMusic_OCD"
138,138,0.0,0.0,0.166667,0.0,0.0,0.5,0.166667,0.5,0.0,0.333333,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.75,0.0,0.5,0.0,0.5,0.5,0.25,0.0,0.25,0.0,0.0,0.166667,0.0,0.0,0.5,0.166667,0.5,0.0,0.333333,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.75,0.0,0.5,0.0,0.5,0.5,0.25,0.0,0.25
139,139,0.25,0.25,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.375,0.375,0.125,0.25,0.375,0.25,0.285714,0.285714,0.285714,0.142857,0.0,0.142857,0.0,0.0,0.0,0.142857,0.428571,0.428571,0.142857,0.285714,0.428571,0.285714,0.285714,0.285714,0.285714,0.142857,0.0,0.142857,0.0,0.0,0.0,0.142857,0.428571,0.428571,0.142857,0.285714,0.428571,0.285714,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.0,0.166667,0.5,0.5,0.166667,0.333333,0.5,0.333333
140,140,0.166667,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.5,0.166667,0.333333,0.5,0.166667,0.142857,0.142857,0.142857,0.428571,0.0,0.285714,0.142857,0.142857,0.0,0.142857,0.142857,0.428571,0.142857,0.285714,0.428571,0.142857,0.142857,0.142857,0.142857,0.428571,0.0,0.285714,0.142857,0.142857,0.0,0.142857,0.142857,0.428571,0.142857,0.285714,0.428571,0.142857,0.5,0.5,0.5,1.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.5,0.5,1.0,1.5,0.5
141,141,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,0.1,0.0,0.2,0.3,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.2,0.0,0.3,0.3,0.2,0.0,0.4,0.6,0.4,0.2,0.2,0.4,0.4,0.6,0.4,0.6,0.4,0.0,0.6,0.6,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0
142,142,0.2,0.1,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.3,0.2,0.2,0.1,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.3,0.2,0.2,0.1,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.3,0.2,0.5,0.25,0.0,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.75,0.5
143,143,0.333333,0.0,1.0,0.666667,0.0,0.666667,0.0,0.333333,0.666667,0.0,0.0,1.0,0.333333,0.666667,0.666667,0.0,0.333333,0.0,1.0,0.666667,0.0,0.666667,0.0,0.333333,0.666667,0.0,0.0,1.0,0.333333,0.666667,0.666667,0.0,0.333333,0.0,1.0,0.666667,0.0,0.666667,0.0,0.333333,0.666667,0.0,0.0,1.0,0.333333,0.666667,0.666667,0.0,0.5,0.0,1.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.5,0.5,1.0,1.0,0.0
144,144,0.0,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.3,0.0,0.0,0.333333,0.111111,0.222222,0.0,0.111111,0.0,0.0,0.0,0.0,0.222222,0.222222,0.0,0.111111,0.333333,0.0,0.0,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.3,0.0,0.0,0.375,0.125,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.125,0.375,0.0
145,145,0.0,1.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
146,146,0.1,0.2,0.2,0.2,0.1,0.3,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.25,0.5,0.5,0.5,0.25,0.75,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.125,0.25,0.25,0.25,0.125,0.375,0.125,0.125,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.25,0.111111,0.222222,0.222222,0.222222,0.111111,0.333333,0.111111,0.111111,0.222222,0.222222,0.222222,0.333333,0.333333,0.333333,0.333333,0.222222
147,147,0.285714,0.142857,0.0,0.142857,0.0,0.0,0.142857,0.0,0.0,0.0,0.428571,0.142857,0.0,0.0,0.428571,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.3,0.0,0.666667,0.333333,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.333333,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.5,0.0,0.0,1.5,0.0
148,148,0.0,0.0909091,0.0909091,0.0909091,0.0,0.181818,0.0,0.0909091,0.0,0.181818,0.0909091,0.181818,0.272727,0.0909091,0.272727,0.0909091,0.0,0.111111,0.111111,0.111111,0.0,0.222222,0.0,0.111111,0.0,0.222222,0.111111,0.222222,0.333333,0.111111,0.333333,0.111111,0.0,0.142857,0.142857,0.142857,0.0,0.285714,0.0,0.142857,0.0,0.285714,0.142857,0.285714,0.428571,0.142857,0.428571,0.142857,0.0,0.333333,0.333333,0.333333,0.0,0.666667,0.0,0.333333,0.0,0.666667,0.333333,0.666667,1.0,0.333333,1.0,0.333333
149,149,0.142857,0.142857,0.428571,0.142857,0.0,0.285714,0.285714,0.285714,0.0,0.142857,0.428571,0.428571,0.142857,0.285714,0.428571,0.142857,0.2,0.2,0.6,0.2,0.0,0.4,0.4,0.4,0.0,0.2,0.6,0.6,0.2,0.4,0.6,0.2,0.5,0.5,1.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.5,1.5,0.5,1.0,1.5,0.5,1.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0
150,150,0.222222,0.0,0.222222,0.111111,0.0,0.111111,0.222222,0.222222,0.0,0.333333,0.0,0.222222,0.111111,0.111111,0.0,0.333333,0.285714,0.0,0.285714,0.142857,0.0,0.142857,0.285714,0.285714,0.0,0.428571,0.0,0.285714,0.142857,0.142857,0.0,0.428571,0.333333,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.0,0.5,0.0,0.333333,0.166667,0.166667,0.0,0.5,0.25,0.0,0.25,0.125,0.0,0.125,0.25,0.25,0.0,0.375,0.0,0.25,0.125,0.125,0.0,0.375
151,151,0.333333,0.111111,0.111111,0.222222,0.111111,0.333333,0.222222,0.333333,0.222222,0.333333,0.333333,0.333333,0.222222,0.111111,0.222222,0.111111,0.3,0.1,0.1,0.2,0.1,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.6,0.2,0.2,0.4,0.2,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.4,0.2,0.4,0.2,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
152,152,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.3,0.2,0.1,0.1,0.3,0.2,0.142857,0.0,0.285714,0.285714,0.0,0.142857,0.0,0.142857,0.0,0.285714,0.428571,0.285714,0.142857,0.142857,0.428571,0.285714,0.25,0.0,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.5,0.75,0.5,0.25,0.25,0.75,0.5,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0
153,153,0.222222,0.111111,0.0,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.333333,0.222222,0.111111,0.111111,0.333333,0.0,0.222222,0.111111,0.0,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.333333,0.222222,0.111111,0.111111,0.333333,0.0,0.25,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.125,0.375,0.0,0.25,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.125,0.375,0.0
154,154,0.0,0.0,0.142857,0.142857,0.0,0.142857,0.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.142857,0.428571,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.375,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.75,0.0
155,155,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.375,0.125,0.125,0.25,0.25,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.375,0.125,0.125,0.25,0.25,0.111111,0.0,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.111111,0.0,0.333333,0.111111,0.111111,0.222222,0.222222,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.75,0.25,0.25,0.5,0.5
156,156,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.5,0.333333,0.0,0.0,0.333333,0.166667,0.5,0.333333,0.0,0.666667,0.0,0.0,0.666667,0.333333,0.0,0.0,1.0,0.666667,0.0,0.0,0.666667,0.333333,1.0,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.5,0.333333,0.0,0.0,0.333333,0.166667,0.5,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0
157,157,0.375,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.25,0.125,0.0,0.25,0.0,1.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.666667,0.333333,0.0,0.666667,0.0,1.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.666667,0.333333,0.0,0.666667,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0
158,158,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.1,0.181818,0.0,0.181818,0.181818,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0909091,0.0909091,0.0909091,0.0,0.272727,0.0909091,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,0.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0
159,159,0.428571,0.0,0.142857,0.142857,0.0,0.285714,0.285714,0.0,0.142857,0.142857,0.142857,0.285714,0.285714,0.285714,0.428571,0.285714,0.333333,0.0,0.111111,0.111111,0.0,0.222222,0.222222,0.0,0.111111,0.111111,0.111111,0.222222,0.222222,0.222222,0.333333,0.222222,0.6,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.4,1.0,0.0,0.333333,0.333333,0.0,0.666667,0.666667,0.0,0.333333,0.333333,0.333333,0.666667,0.666667,0.666667,1.0,0.666667
160,160,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.111111,0.111111,0.111111,0.333333,0.111111,0.222222,0.111111,0.0,0.111111,0.222222,0.0,0.111111,0.222222,0.222222,0.111111,0.222222,0.333333,0.333333,0.333333,1.0,0.333333,0.666667,0.333333,0.0,0.333333,0.666667,0.0,0.333333,0.666667,0.666667,0.333333,0.666667
161,161,0.125,0.0,0.0,0.125,0.0,0.0,0.25,0.125,0.0,0.25,0.125,0.25,0.125,0.0,0.375,0.125,0.166667,0.0,0.0,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.0,0.5,0.166667,0.333333,0.0,0.0,0.333333,0.0,0.0,0.666667,0.333333,0.0,0.666667,0.333333,0.666667,0.333333,0.0,1.0,0.333333,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.5,0.5
162,162,0.111111,0.111111,0.333333,0.111111,0.0,0.222222,0.0,0.0,0.0,0.111111,0.111111,0.222222,0.222222,0.222222,0.222222,0.222222,0.142857,0.142857,0.428571,0.142857,0.0,0.285714,0.0,0.0,0.0,0.142857,0.142857,0.285714,0.285714,0.285714,0.285714,0.285714,0.166667,0.166667,0.5,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.142857,0.142857,0.428571,0.142857,0.0,0.285714,0.0,0.0,0.0,0.142857,0.142857,0.285714,0.285714,0.285714,0.285714,0.285714
163,163,0.222222,0.111111,0.333333,0.111111,0.111111,0.111111,0.333333,0.222222,0.0,0.222222,0.222222,0.222222,0.222222,0.111111,0.333333,0.222222,0.222222,0.111111,0.333333,0.111111,0.111111,0.111111,0.333333,0.222222,0.0,0.222222,0.222222,0.222222,0.222222,0.111111,0.333333,0.222222,0.25,0.125,0.375,0.125,0.125,0.125,0.375,0.25,0.0,0.25,0.25,0.25,0.25,0.125,0.375,0.25,1.0,0.5,1.5,0.5,0.5,0.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.5,1.0
164,164,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.3,0.1,0.0,0.0909091,0.0,0.272727,0.0,0.0909091,0.0,0.0,0.0,0.0,0.272727,0.0909091,0.0,0.0,0.272727,0.0909091,0.0,0.25,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,0.25,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.3,0.1
165,165,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.75,0.5,0.181818,0.0909091,0.0,0.0,0.0,0.0909091,0.0,0.0,0.181818,0.0,0.181818,0.0909091,0.0909091,0.0909091,0.272727,0.181818,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0
166,166,0.0909091,0.0,0.272727,0.0,0.0,0.0909091,0.0,0.0909091,0.0,0.0,0.0909091,0.181818,0.0909091,0.0909091,0.272727,0.181818,0.333333,0.0,1.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.333333,0.666667,0.333333,0.333333,1.0,0.666667,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0
167,167,0.181818,0.0909091,0.272727,0.0909091,0.0909091,0.0909091,0.181818,0.181818,0.0,0.0909091,0.272727,0.181818,0.181818,0.0909091,0.181818,0.181818,0.2,0.1,0.3,0.1,0.1,0.1,0.2,0.2,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.2,0.222222,0.111111,0.333333,0.111111,0.111111,0.111111,0.222222,0.222222,0.0,0.111111,0.333333,0.222222,0.222222,0.111111,0.222222,0.222222,0.222222,0.111111,0.333333,0.111111,0.111111,0.111111,0.222222,0.222222,0.0,0.111111,0.333333,0.222222,0.222222,0.111111,0.222222,0.222222
168,168,0.0909091,0.0,0.0,0.0909091,0.0,0.181818,0.272727,0.0,0.272727,0.0909091,0.181818,0.0909091,0.181818,0.0909091,0.272727,0.0909091,0.111111,0.0,0.0,0.111111,0.0,0.222222,0.333333,0.0,0.333333,0.111111,0.222222,0.111111,0.222222,0.111111,0.333333,0.111111,0.125,0.0,0.0,0.125,0.0,0.25,0.375,0.0,0.375,0.125,0.25,0.125,0.25,0.125,0.375,0.125,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0
169,169,0.222222,0.111111,0.333333,0.0,0.0,0.222222,0.333333,0.333333,0.222222,0.222222,0.222222,0.333333,0.333333,0.111111,0.222222,0.222222,0.25,0.125,0.375,0.0,0.0,0.25,0.375,0.375,0.25,0.25,0.25,0.375,0.375,0.125,0.25,0.25,0.25,0.125,0.375,0.0,0.0,0.25,0.375,0.375,0.25,0.25,0.25,0.375,0.375,0.125,0.25,0.25,0.333333,0.166667,0.5,0.0,0.0,0.333333,0.5,0.5,0.333333,0.333333,0.333333,0.5,0.5,0.166667,0.333333,0.333333
170,170,0.428571,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,0.0,0.0,0.142857,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.428571,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,0.0,0.0,0.142857,0.333333,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,0.111111,0.0,0.0,0.0,0.111111
171,171,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.1,0.2,0.2,0.1,0.3,0.3,0.3,0.2,0.0,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.2,0.4,0.4,0.2,0.6,0.6,0.6,0.4,0.0,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.1,0.2,0.2,0.1,0.3,0.3,0.3,0.2,0.0,0.375,0.25,0.25,0.25,0.25,0.375,0.375,0.125,0.25,0.25,0.125,0.375,0.375,0.375,0.25,0.0
172,172,0.111111,0.0,0.111111,0.111111,0.0,0.111111,0.0,0.111111,0.0,0.111111,0.222222,0.333333,0.111111,0.222222,0.333333,0.333333,0.111111,0.0,0.111111,0.111111,0.0,0.111111,0.0,0.111111,0.0,0.111111,0.222222,0.333333,0.111111,0.222222,0.333333,0.333333,0.111111,0.0,0.111111,0.111111,0.0,0.111111,0.0,0.111111,0.0,0.111111,0.222222,0.333333,0.111111,0.222222,0.333333,0.333333,0.142857,0.0,0.142857,0.142857,0.0,0.142857,0.0,0.142857,0.0,0.142857,0.285714,0.428571,0.142857,0.285714,0.428571,0.428571
173,173,0.222222,0.0,0.111111,0.0,0.0,0.333333,0.111111,0.111111,0.0,0.111111,0.0,0.222222,0.333333,0.222222,0.0,0.111111,0.285714,0.0,0.142857,0.0,0.0,0.428571,0.142857,0.142857,0.0,0.142857,0.0,0.285714,0.428571,0.285714,0.0,0.142857,0.181818,0.0,0.0909091,0.0,0.0,0.272727,0.0909091,0.0909091,0.0,0.0909091,0.0,0.181818,0.272727,0.181818,0.0,0.0909091,0.5,0.0,0.25,0.0,0.0,0.75,0.25,0.25,0.0,0.25,0.0,0.5,0.75,0.5,0.0,0.25
174,174,0.111111,0.111111,0.0,0.222222,0.0,0.222222,0.333333,0.0,0.111111,0.0,0.222222,0.333333,0.333333,0.333333,0.333333,0.0,0.0909091,0.0909091,0.0,0.181818,0.0,0.181818,0.272727,0.0,0.0909091,0.0,0.181818,0.272727,0.272727,0.272727,0.272727,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.3,0.0,0.1,0.0,0.2,0.3,0.3,0.3,0.3,0.0,0.333333,0.333333,0.0,0.666667,0.0,0.666667,1.0,0.0,0.333333,0.0,0.666667,1.0,1.0,1.0,1.0,0.0
175,175,0.25,0.0,0.25,0.0,0.0,0.75,0.75,0.25,0.5,0.75,0.0,0.5,0.5,0.5,0.25,0.75,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0
176,176,0.285714,0.142857,0.0,0.285714,0.142857,0.285714,0.142857,0.142857,0.0,0.142857,0.285714,0.285714,0.142857,0.285714,0.428571,0.285714,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.5,1.0,0.222222,0.111111,0.0,0.222222,0.111111,0.222222,0.111111,0.111111,0.0,0.111111,0.222222,0.222222,0.111111,0.222222,0.333333,0.222222,0.4,0.2,0.0,0.4,0.2,0.4,0.2,0.2,0.0,0.2,0.4,0.4,0.2,0.4,0.6,0.4
177,177,0.222222,0.111111,0.222222,0.111111,0.0,0.222222,0.0,0.0,0.0,0.0,0.333333,0.222222,0.222222,0.222222,0.333333,0.111111,0.5,0.25,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.75,0.25,0.285714,0.142857,0.285714,0.142857,0.0,0.285714,0.0,0.0,0.0,0.0,0.428571,0.285714,0.285714,0.285714,0.428571,0.142857,0.4,0.2,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.4,0.6,0.2
178,178,0.375,0.0,0.0,0.0,0.0,0.375,0.375,0.125,0.375,0.25,0.25,0.125,0.25,0.125,0.0,0.125,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333333,1.0,0.666667,0.666667,0.333333,0.666667,0.333333,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.333333,0.333333,0.111111,0.333333,0.222222,0.222222,0.111111,0.222222,0.111111,0.0,0.111111
179,179,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.4,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.4,0.2,0.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0
180,180,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.333333,0.0,0.333333,0.333333,0.0,0.333333,0.333333,0.0,0.333333,0.333333,0.333333,1.0,0.333333,0.333333,1.0,0.333333,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.5,0.5,0.5,1.5,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.25
181,181,0.0,0.181818,0.272727,0.0909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.181818,0.0,0.0,0.272727,0.0909091,0.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.75,0.25,0.0,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.5,0.5,0.0,0.4,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.6,0.2
182,182,0.666667,0.333333,0.666667,0.333333,0.0,0.666667,0.333333,0.333333,0.0,0.0,0.0,1.0,0.333333,0.333333,0.666667,0.333333,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.5,0.5,0.5,1.0,0.5
183,183,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.2,0.0,0.0,0.3,0.2,0.142857,0.0,0.142857,0.285714,0.0,0.0,0.0,0.142857,0.0,0.428571,0.142857,0.285714,0.0,0.0,0.428571,0.285714,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.4,0.0,0.0,0.6,0.4,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.75,0.25,0.5,0.0,0.0,0.75,0.5
184,184,0.222222,0.111111,0.222222,0.111111,0.0,0.111111,0.0,0.222222,0.111111,0.222222,0.333333,0.111111,0.0,0.111111,0.333333,0.222222,0.181818,0.0909091,0.181818,0.0909091,0.0,0.0909091,0.0,0.181818,0.0909091,0.181818,0.272727,0.0909091,0.0,0.0909091,0.272727,0.181818,0.181818,0.0909091,0.181818,0.0909091,0.0,0.0909091,0.0,0.181818,0.0909091,0.181818,0.272727,0.0909091,0.0,0.0909091,0.272727,0.181818,0.222222,0.111111,0.222222,0.111111,0.0,0.111111,0.0,0.222222,0.111111,0.222222,0.333333,0.111111,0.0,0.111111,0.333333,0.222222
