"encoded_id";"survey_id";"Frequency_Classical_Encoded";"Frequency_Country_Encoded";"Frequency_EDM_Encoded";"Frequency_Folk_Encoded";"Frequency_Gospel_Encoded";"Frequency_HipHop_Encoded";"Frequency_Jazz_Encoded";"Frequency_Kpop_Encoded";"Frequency_Latin_Encoded";"Frequency_Lofi_Encoded";"Frequency_Metal_Encoded";"Frequency_Pop_Encoded";"Frequency_RB_Encoded";"Frequency_Rap_Encoded";"Frequency_Rock_Encoded";"Frequency_VideoGameMusic_Encoded"
375;375;3;2;3;1;1;2;2;1;2;1;1;3;3;1;3;1
376;376;2;0;0;2;0;1;1;1;0;1;0;3;1;1;3;1
377;377;2;0;0;0;0;3;1;0;0;3;0;3;3;3;2;0
378;378;0;0;3;0;0;1;0;1;0;1;0;0;0;0;1;1
379;379;0;1;1;0;0;3;0;1;0;0;3;2;2;3;3;2
380;380;1;2;1;1;1;1;1;0;0;3;1;2;1;1;3;3
381;381;0;0;1;0;0;0;0;0;0;0;3;1;0;0;2;0
382;382;1;0;1;0;0;2;2;3;0;2;0;2;3;1;2;2
383;383;0;0;1;0;0;0;0;0;0;0;3;1;1;0;3;3
384;384;2;1;3;3;1;3;3;1;2;2;2;3;3;3;2;2
385;385;1;0;0;0;0;0;0;0;0;0;3;0;0;1;2;0
386;386;1;0;2;1;0;1;2;2;2;2;0;3;3;2;3;3
387;387;2;0;0;0;0;1;2;0;0;1;2;3;0;1;3;1
388;388;1;1;0;1;0;3;1;0;0;2;1;3;2;2;2;1
389;389;1;1;0;2;0;1;2;0;0;3;1;2;1;1;3;0
390;390;1;1;0;3;1;1;2;0;0;1;1;2;2;1;2;2
391;391;1;1;1;0;0;2;1;1;0;1;1;0;0;2;1;3
392;392;2;0;0;1;1;0;0;1;3;0;0;3;2;0;0;3
393;393;0;0;3;0;0;2;0;1;0;0;1;2;2;2;2;0
394;394;0;0;0;0;0;0;2;0;2;0;3;1;1;0;2;0
395;395;3;2;1;2;3;2;2;1;1;0;1;2;2;2;1;1
396;396;1;3;2;1;0;3;1;0;3;2;1;3;3;3;2;2
397;397;2;0;1;0;0;3;1;0;0;1;0;2;3;3;0;0
398;398;1;1;2;3;0;2;1;0;2;3;1;2;3;1;3;1
399;399;3;0;2;1;0;0;1;0;0;0;2;1;0;0;3;1
400;400;2;2;0;1;0;0;1;0;0;0;1;1;2;0;2;0
401;401;0;0;0;2;2;2;2;0;1;0;1;1;1;2;3;3
402;402;1;1;1;2;1;2;2;1;1;3;1;3;2;2;3;2
403;403;1;3;0;3;1;1;2;0;0;0;3;2;1;1;3;0
404;404;1;0;0;1;0;2;0;0;2;0;0;3;2;3;3;1
405;405;0;1;1;2;0;0;1;0;0;1;2;1;2;0;3;2
406;406;1;0;2;2;0;1;0;2;0;2;1;2;0;1;2;3
407;407;1;0;1;1;0;1;1;0;0;1;2;2;1;2;3;0
408;408;1;0;0;2;0;1;0;0;1;0;0;1;0;2;3;0
409;409;0;3;0;1;0;0;0;0;0;0;2;2;0;0;2;1
410;410;1;0;0;2;0;1;0;0;0;1;3;1;0;1;3;2
411;411;1;0;0;0;0;2;1;2;0;2;0;1;0;3;1;1
412;412;1;0;0;0;0;1;3;3;0;3;0;3;3;2;0;2
413;413;1;0;0;3;0;0;2;0;1;0;0;1;0;0;3;0
414;414;0;0;2;0;0;1;2;3;1;1;0;3;2;1;1;0
415;415;2;0;1;0;0;0;0;0;0;0;3;1;0;1;3;2
416;416;2;1;0;2;0;0;2;0;0;0;0;1;1;0;2;0
417;417;1;1;0;0;0;2;1;0;0;1;1;2;2;2;1;0
418;418;1;0;1;0;0;0;1;0;0;0;2;0;1;0;1;1
419;419;1;2;0;0;1;2;2;0;0;0;0;2;2;2;1;0
420;420;0;1;2;0;0;2;1;0;0;3;2;2;1;1;3;3
421;421;1;1;0;3;0;1;0;0;0;3;3;3;0;2;3;3
422;422;1;0;0;0;0;1;0;0;0;0;0;2;1;1;2;1
423;423;2;1;0;0;1;0;1;0;2;1;0;3;0;0;0;3
424;424;2;2;0;2;2;2;2;0;2;0;2;2;2;2;2;0
425;425;2;2;1;3;0;3;3;1;1;3;1;2;3;3;3;1
426;426;2;0;0;1;3;0;2;0;1;0;0;2;2;0;1;0
427;427;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;428;2;1;2;0;0;1;2;1;0;2;0;3;1;0;2;2
429;429;3;0;0;0;0;0;0;1;0;2;0;2;0;0;0;2
430;430;0;0;2;1;0;3;0;3;2;0;0;3;3;3;2;1
431;431;0;0;0;0;0;1;2;0;1;1;2;2;2;1;3;0
432;432;2;1;1;2;1;2;1;1;1;1;1;2;1;2;3;0
433;433;3;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0
434;434;0;0;2;0;0;2;0;3;1;1;0;3;3;2;1;1
435;435;0;0;3;0;0;0;0;0;0;0;0;1;1;1;0;1
436;436;1;0;2;0;0;3;0;1;1;1;2;3;1;3;3;1
437;437;0;3;0;1;1;0;1;0;0;0;1;1;1;0;2;1
438;438;0;3;0;1;2;0;0;0;0;0;1;3;0;2;3;2
439;439;3;0;1;0;0;0;0;1;0;1;1;2;1;0;2;2
440;440;3;1;0;1;1;1;2;2;1;2;1;3;3;1;2;0
441;441;3;2;0;2;2;1;3;1;1;1;0;2;2;0;3;0
442;442;2;2;0;0;0;3;2;1;1;0;1;3;2;2;3;0
443;443;3;0;1;0;2;3;3;3;2;0;1;3;3;3;2;0
444;444;2;2;1;0;0;2;0;1;0;1;2;2;0;2;3;2
445;445;0;0;2;1;0;2;3;1;0;2;0;1;2;1;0;0
446;446;0;1;2;3;0;1;1;2;0;1;3;2;0;1;3;2
447;447;3;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0
448;448;2;1;0;0;0;2;1;0;0;3;1;3;3;2;3;1
449;449;2;0;0;0;0;1;0;0;0;0;2;2;0;0;2;0
450;450;1;1;2;1;0;3;1;3;1;1;2;3;2;2;3;1
451;451;1;0;0;2;0;0;1;0;0;0;3;0;0;0;2;1
452;452;2;2;0;1;1;1;0;0;0;0;3;0;1;1;1;0
453;453;0;0;3;2;0;2;0;0;0;2;0;3;3;3;0;0
454;454;3;1;1;1;1;1;1;2;1;2;0;2;2;1;1;3
455;455;2;1;1;3;0;1;1;0;1;2;1;3;1;1;3;3
456;456;3;0;0;1;0;0;1;2;1;0;0;3;0;0;0;3
457;457;1;3;2;0;0;2;2;2;1;0;0;2;0;2;2;0
458;458;1;0;2;0;0;1;2;3;2;2;0;3;1;2;0;0
459;459;1;1;1;1;0;1;1;0;1;2;3;2;1;1;3;2
460;460;0;1;0;0;2;1;1;1;1;2;1;3;2;2;3;2
461;461;1;3;0;2;1;1;0;0;0;0;1;2;0;0;3;2
462;462;3;2;1;2;1;1;3;1;1;0;1;2;2;1;1;1
463;463;0;3;0;1;1;1;1;0;0;0;2;3;0;2;2;2
464;464;0;0;0;1;0;2;3;0;1;0;3;1;2;2;2;1
465;465;2;0;1;2;0;2;2;3;3;1;1;3;3;2;3;2
466;466;1;0;0;1;0;2;0;3;1;0;0;3;0;2;0;0
467;467;1;1;1;0;0;3;2;0;0;1;0;3;3;3;3;1
468;468;3;1;0;1;1;0;2;0;0;1;1;0;0;0;2;2
469;469;0;0;2;2;0;2;2;0;1;2;0;2;2;2;2;2
470;470;3;0;0;0;0;1;1;0;0;0;0;3;3;0;2;0
471;471;1;0;0;0;0;3;1;0;0;0;1;2;1;3;1;3
472;472;0;0;1;1;0;3;0;0;0;2;1;3;0;3;0;3
473;473;3;0;0;2;3;0;0;0;2;0;0;0;0;0;0;0
474;474;3;0;0;0;0;0;1;0;0;1;2;1;0;0;2;2
475;475;0;1;2;1;0;1;1;0;0;0;3;2;0;3;1;2
476;476;1;2;3;0;1;3;1;2;2;2;1;2;3;2;1;2
477;477;1;1;2;1;0;3;1;1;0;1;1;3;1;3;1;2
478;478;2;0;2;0;0;1;1;0;0;1;3;2;0;1;3;1
479;479;0;0;3;0;0;3;0;0;0;3;0;3;3;3;3;2
480;480;0;0;0;0;1;3;0;0;0;0;0;3;3;2;0;0
481;481;0;0;0;0;2;3;1;0;1;1;0;2;3;3;1;0
482;482;1;1;0;1;0;0;0;0;0;0;3;2;0;0;2;1
483;483;2;0;0;0;0;2;0;3;0;1;0;2;3;1;2;1
484;484;2;1;1;1;3;2;1;2;3;1;1;3;2;2;2;2
485;485;1;2;1;1;1;3;1;2;1;0;2;1;2;2;2;1
486;486;2;0;1;0;0;2;2;3;0;2;0;1;1;1;0;1
487;487;2;1;1;0;3;1;2;1;1;1;0;1;0;0;0;3
488;488;1;3;1;2;0;2;1;2;0;0;0;3;3;1;2;0
489;489;0;0;2;0;0;1;2;0;0;2;1;1;1;0;2;3
490;490;0;0;3;0;0;3;1;1;1;1;1;3;2;3;1;2
491;491;1;2;0;0;0;0;0;0;0;0;2;1;2;0;3;0
492;492;0;1;2;2;0;1;1;2;2;3;0;3;1;1;2;0
493;493;3;0;3;0;0;0;2;0;1;1;0;2;0;0;1;1
494;494;2;0;2;1;0;3;2;3;3;2;1;3;3;3;2;2
495;495;0;0;0;0;0;1;0;0;0;0;2;2;1;1;3;0
496;496;1;0;0;1;2;0;1;0;1;0;0;1;1;0;3;0
497;497;0;3;0;0;0;1;0;0;0;0;0;2;0;0;1;0
498;498;2;0;0;0;0;0;2;1;0;3;0;1;2;0;0;3
499;499;3;1;1;1;0;2;2;0;0;1;3;3;1;2;2;2
500;500;0;0;0;0;0;2;1;0;0;0;1;2;0;0;3;2
501;501;2;1;0;2;0;0;1;0;0;0;2;1;1;0;3;1
502;502;1;0;1;0;2;3;2;0;0;2;0;2;2;3;1;0
503;503;1;1;1;0;1;2;1;3;0;2;0;3;2;2;2;3
504;504;2;1;0;1;2;0;0;0;2;0;0;1;1;0;1;0
505;505;2;2;0;1;0;2;2;0;2;2;1;2;2;2;3;0
506;506;2;2;1;1;0;0;1;0;1;1;0;2;1;0;2;0
507;507;0;2;2;3;0;3;1;3;0;0;2;2;3;3;3;3
508;508;1;1;0;1;0;1;1;0;0;1;3;2;0;2;3;3
509;509;2;1;0;0;3;1;0;0;0;0;0;0;0;1;1;0
510;510;3;0;1;1;2;3;0;1;3;1;2;1;0;3;3;2
511;511;3;0;1;3;0;1;1;0;1;1;0;3;1;0;1;0
512;512;0;1;2;0;0;2;0;1;2;0;0;3;2;2;2;0
513;513;2;0;0;1;0;1;2;0;0;1;3;2;0;2;3;2
514;514;1;1;2;2;0;1;2;0;0;0;2;0;1;2;2;3
515;515;1;0;0;0;0;2;0;0;1;2;0;2;0;3;0;2
516;516;1;0;3;0;0;2;1;3;3;3;0;3;3;3;1;2
517;517;2;1;2;2;1;2;0;1;0;3;1;3;1;2;2;1
518;518;1;0;0;0;0;0;0;0;0;0;3;0;0;1;3;0
519;519;0;0;1;0;0;2;0;0;0;0;3;3;3;1;2;0
520;520;1;3;2;1;1;3;0;1;3;0;1;2;2;3;1;2
521;521;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0
522;522;2;1;2;0;2;2;0;3;3;1;0;2;3;3;0;1
523;523;1;3;0;2;2;0;1;0;2;0;0;3;2;0;2;0
524;524;1;2;2;1;0;3;0;0;3;2;1;3;1;3;2;1
525;525;2;2;2;2;1;2;2;2;1;1;3;3;2;2;3;0
526;526;2;0;3;3;1;2;2;1;1;3;1;2;1;2;3;3
527;527;3;0;1;0;0;3;3;0;1;3;0;1;2;2;3;1
528;528;2;1;3;1;1;2;2;1;0;2;3;2;1;2;3;1
529;529;2;0;0;0;0;3;0;0;0;0;0;3;2;2;2;0
530;530;3;2;2;3;0;2;1;0;1;0;1;1;1;1;3;1
531;531;2;2;2;2;0;3;1;1;2;1;2;3;2;3;3;1
532;532;1;2;2;3;0;3;0;3;2;1;1;3;2;3;3;1
533;533;1;0;0;0;1;2;0;0;0;2;2;3;2;2;3;2
534;534;2;0;0;1;0;0;0;0;0;1;2;2;0;0;3;2
535;535;2;1;1;2;0;2;2;1;1;1;2;2;2;2;2;0
536;536;0;0;1;1;0;2;0;1;0;3;2;3;2;3;2;2
537;537;0;0;0;0;0;2;0;0;0;3;0;3;0;2;0;1
538;538;1;0;0;3;0;1;1;1;0;2;1;3;1;1;3;0
539;539;0;2;0;0;0;0;0;0;0;0;0;2;0;0;2;0
540;540;3;0;1;1;0;0;2;0;1;2;0;3;1;0;3;0
541;541;2;3;1;3;0;2;0;0;0;1;2;3;2;2;3;1
542;542;1;0;3;0;0;2;0;1;1;3;1;3;0;0;0;0
543;543;2;0;1;0;0;1;1;0;0;0;1;2;0;0;3;1
544;544;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
545;545;3;1;1;2;0;3;2;0;2;1;1;2;2;3;3;1
546;546;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0
547;547;0;0;0;0;2;3;0;0;0;2;0;2;3;3;0;0
548;548;3;0;0;1;1;2;2;1;1;3;0;2;2;1;1;3
549;549;1;0;2;1;0;1;0;1;0;0;3;2;2;2;3;1
550;550;1;0;1;0;0;3;2;3;0;0;0;1;2;3;2;3
551;551;0;1;0;2;0;0;0;0;0;2;0;1;0;0;3;2
552;552;1;0;1;0;0;3;3;3;0;2;0;3;3;3;3;2
553;553;1;0;3;0;0;3;1;1;2;2;0;3;3;1;0;2
554;554;2;2;1;3;1;1;3;0;0;0;0;3;1;1;3;0
555;555;2;1;0;1;0;0;2;0;0;0;1;0;0;0;3;2
556;556;1;0;0;2;0;2;1;0;0;0;3;2;2;2;3;2
557;557;3;3;1;2;1;2;2;0;0;3;1;2;0;2;2;3
558;558;1;2;1;3;0;2;3;1;2;3;0;2;1;2;2;1
559;559;0;0;0;0;0;3;0;3;0;0;0;3;2;0;0;0
560;560;2;0;1;2;1;0;1;0;2;2;1;3;2;0;3;3
561;561;1;1;0;1;1;0;1;0;0;0;1;2;2;0;3;0
562;562;3;1;2;1;1;2;1;1;1;1;0;1;1;1;1;1
563;563;3;1;0;1;0;0;1;1;0;1;1;2;0;0;0;2
564;564;1;1;1;1;0;2;2;1;2;2;3;3;2;2;3;1
565;565;2;0;1;0;0;2;2;0;0;1;0;2;2;3;2;2
566;566;1;0;1;0;3;2;2;0;2;3;0;2;3;2;0;2
567;567;1;1;0;1;1;1;1;1;2;0;0;2;3;0;2;0
568;568;0;1;2;3;0;1;1;0;2;2;0;1;1;1;3;2
569;569;2;2;2;0;0;0;0;1;0;1;3;3;0;1;3;0
570;570;1;2;3;2;0;1;0;0;0;0;1;3;3;1;2;0
571;571;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
572;572;3;0;1;2;1;1;3;1;2;3;3;1;2;0;3;3
573;573;1;0;0;0;0;1;1;1;0;0;3;3;0;0;3;2
574;574;2;0;2;2;1;0;3;0;1;1;1;2;1;0;2;1
575;575;2;0;0;3;2;1;0;0;0;0;0;1;0;1;2;0
576;576;1;0;2;1;0;0;2;1;0;1;1;2;1;0;2;3
577;577;3;1;2;1;0;1;1;1;1;2;2;2;0;3;3;3
578;578;0;0;0;1;0;2;0;0;0;0;2;1;1;2;3;2
579;579;3;0;3;0;0;0;1;0;0;1;0;2;0;1;1;2
580;580;1;2;0;0;0;0;1;0;0;0;3;0;0;0;3;2
581;581;1;1;1;1;0;2;3;0;2;1;3;1;2;1;3;1
582;582;2;0;2;1;1;1;2;0;0;0;3;1;1;0;3;3
583;583;1;2;3;2;0;2;1;0;2;1;1;2;1;2;3;0
584;584;1;1;1;1;0;3;1;1;1;1;1;3;3;2;2;1
585;585;3;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0
586;586;0;3;3;3;2;2;1;1;1;2;2;3;2;2;3;2
587;587;1;1;3;1;1;1;1;1;0;3;2;2;2;2;2;3
588;588;1;2;1;1;0;3;0;3;1;2;3;3;2;3;3;2
589;589;1;3;0;3;1;2;2;0;0;1;3;1;1;2;3;1
590;590;1;0;1;0;0;0;0;0;0;0;2;0;0;1;1;1
591;591;2;1;0;0;0;0;0;0;0;0;1;2;1;1;3;0
592;592;1;0;3;1;0;1;1;0;0;3;3;1;1;1;3;3
593;593;0;1;0;2;1;1;0;2;0;2;0;3;1;2;2;0
594;594;0;0;0;0;0;1;0;0;0;0;2;2;1;1;2;0
595;595;2;1;0;0;1;1;0;2;2;1;3;3;2;0;3;3
596;596;1;0;1;0;0;1;2;0;0;2;0;2;0;0;1;3
597;597;2;0;0;0;0;0;0;0;0;1;3;0;0;0;3;1
598;598;2;2;1;2;0;2;2;2;1;1;1;2;2;2;2;1
599;599;1;0;2;0;0;0;0;2;0;0;1;3;0;1;2;2
600;600;2;1;1;3;0;3;3;0;1;1;2;2;2;3;3;1
601;601;1;0;3;0;1;2;0;3;0;0;1;3;2;2;2;0
602;602;3;1;0;0;1;3;3;1;0;2;0;2;2;2;1;1
603;603;1;2;0;3;0;1;1;0;0;0;3;3;3;1;3;2
604;604;1;1;2;2;0;0;0;0;1;3;1;3;1;1;3;2
605;605;1;3;0;3;0;0;1;0;0;0;3;1;0;1;2;2
606;606;0;0;2;0;0;2;2;2;2;1;0;3;2;2;2;2
607;607;1;0;1;0;0;2;1;1;0;2;0;2;1;3;0;1
608;608;3;1;0;0;0;0;2;0;1;0;1;2;1;1;2;0
609;609;0;0;0;0;0;2;1;1;0;1;0;3;3;2;1;1
610;610;3;2;0;2;0;3;1;3;3;3;0;3;3;3;3;2
611;611;2;0;3;0;0;0;0;1;0;0;0;0;0;0;0;2
612;612;0;1;0;0;0;1;0;0;0;1;2;3;1;1;3;3
613;613;2;2;1;1;1;2;2;1;1;3;0;1;1;1;1;1
614;614;2;1;0;2;0;1;1;1;1;0;3;2;1;1;3;0
615;615;1;0;0;0;0;1;0;0;0;0;0;2;1;1;2;0
616;616;1;0;0;1;0;2;2;0;2;0;0;0;2;2;3;0
617;617;2;0;3;1;0;1;1;1;2;1;2;3;3;1;2;2
618;618;2;0;1;0;2;0;1;3;0;2;0;3;2;0;1;0
619;619;3;0;2;0;0;2;1;0;0;0;0;2;0;1;0;1
620;620;0;1;0;1;0;1;1;1;0;2;0;3;1;1;2;1
621;621;2;3;0;0;0;1;2;3;1;2;0;3;1;1;2;0
622;622;2;1;0;2;1;1;1;0;1;0;3;3;1;1;3;3
623;623;0;1;0;0;0;3;0;0;0;3;0;2;3;2;0;0
624;624;3;2;1;0;1;1;1;3;2;3;1;3;1;1;2;1
625;625;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3
626;626;1;0;0;1;0;0;0;1;1;0;3;2;1;1;3;0
627;627;2;1;2;0;0;2;2;1;1;2;2;3;2;2;2;2
628;628;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0
629;629;2;1;1;1;1;2;1;0;0;1;1;3;1;2;1;3
630;630;1;1;2;1;0;3;2;3;3;1;0;3;3;3;0;0
631;631;1;1;2;1;1;3;2;1;1;3;3;3;2;3;3;3
632;632;2;1;1;1;1;1;1;2;0;2;2;3;1;1;3;2
633;633;1;1;1;0;0;2;2;2;1;2;0;3;1;1;1;2
634;634;1;1;0;1;0;0;0;0;0;0;0;2;0;0;2;0
635;635;2;2;0;2;0;1;2;0;0;0;1;2;1;1;2;2
636;636;1;2;0;1;0;3;1;1;1;3;3;3;0;2;2;3
637;637;3;0;0;3;1;1;3;1;1;2;2;2;2;1;2;2
638;638;1;0;0;1;0;2;0;2;2;2;0;3;3;3;0;1
639;639;1;3;1;2;1;0;0;0;1;1;2;1;0;0;2;0
640;640;3;0;0;3;0;3;3;0;1;3;1;3;3;3;2;1
641;641;1;3;0;3;1;2;0;0;0;0;0;1;1;2;2;0
642;642;2;1;3;0;1;2;2;0;0;2;2;1;2;2;2;2
643;643;3;1;1;2;1;3;3;0;1;3;2;2;3;3;3;2
644;644;2;0;1;0;0;3;1;1;0;2;0;3;3;3;0;1
645;645;1;0;0;1;0;1;1;0;0;1;1;3;1;1;3;3
646;646;0;2;1;2;2;2;2;1;0;0;2;3;2;2;3;2
647;647;2;1;2;3;0;0;1;0;0;1;3;1;0;0;0;1
648;648;0;1;1;0;0;0;0;0;0;0;3;1;0;2;3;1
649;649;3;1;3;3;2;2;3;0;1;2;1;3;1;2;2;2
650;650;3;0;1;1;0;0;2;0;0;0;0;0;0;0;1;1
651;651;2;0;0;0;0;3;0;0;0;3;0;2;0;3;0;0
652;652;3;2;0;3;2;1;3;0;2;2;0;3;1;0;2;1
653;653;1;3;2;2;3;2;0;0;0;1;2;3;2;2;3;1
654;654;2;2;0;1;0;0;0;0;0;2;0;3;0;0;0;0
655;655;0;1;3;0;0;0;1;0;0;1;3;2;0;0;3;2
656;656;3;1;1;2;0;1;0;2;0;1;3;3;2;3;2;3
657;657;1;1;2;2;0;2;1;1;0;2;2;3;2;2;3;3
658;658;2;0;0;1;0;3;0;0;0;2;1;2;2;3;1;2
659;659;0;1;2;0;0;2;1;2;0;3;0;3;2;2;3;0
660;660;3;0;0;2;0;1;0;0;1;0;0;0;0;0;2;0
661;661;2;3;2;1;0;1;0;0;0;0;1;2;0;0;2;1
662;662;1;1;1;1;1;1;1;1;0;0;0;2;2;2;2;1
663;663;2;0;2;1;0;0;2;3;0;2;1;2;3;2;2;2
664;664;2;0;0;0;0;1;2;0;0;1;1;1;1;1;2;3
665;665;2;2;2;3;1;2;2;0;0;0;2;2;2;2;3;2
666;666;3;1;0;2;0;2;1;0;2;1;1;3;0;1;3;0
667;667;2;1;1;2;0;3;3;0;2;3;1;3;3;3;2;3
668;668;2;2;2;2;0;1;0;3;1;0;3;1;1;2;3;1
669;669;1;0;0;1;0;0;0;0;0;1;1;3;0;0;2;0
670;670;3;0;1;2;0;0;1;1;1;1;1;2;1;0;3;2
671;671;3;3;2;0;0;1;0;3;2;0;0;1;2;0;0;0
672;672;1;1;0;0;0;0;1;0;0;1;0;3;0;0;2;2
673;673;2;1;0;0;0;1;2;0;0;0;3;2;2;1;3;0
674;674;0;0;3;0;0;1;0;0;0;0;3;1;0;1;3;2
675;675;2;3;2;3;1;2;2;0;0;2;3;3;1;1;3;3
676;676;1;2;2;1;1;3;1;1;1;2;1;2;2;2;1;1
677;677;0;0;0;1;0;0;2;0;0;1;0;2;1;0;3;0
678;678;1;0;1;0;2;3;0;3;0;1;0;3;3;3;0;0
679;679;1;0;3;2;0;2;1;0;2;3;3;1;0;3;2;1
680;680;1;0;3;0;0;2;1;0;0;3;0;3;0;1;1;3
681;681;2;1;0;1;0;0;1;1;0;0;0;3;0;0;3;2
682;682;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
683;683;2;3;0;2;2;2;1;0;1;0;1;2;1;1;3;0
684;684;0;0;1;0;0;3;0;3;0;2;0;2;2;1;1;0
685;685;1;2;2;0;0;2;0;1;0;2;3;3;3;3;3;1
686;686;1;2;0;2;2;1;2;0;0;0;0;2;2;1;2;0
687;687;3;2;1;0;0;2;1;2;3;2;0;3;2;1;2;0
688;688;2;1;3;2;1;3;3;2;0;1;0;2;3;3;3;1
689;689;2;0;0;1;0;1;1;1;2;1;3;2;0;1;3;1
690;690;2;1;3;1;1;1;1;2;1;3;1;2;1;0;2;3
691;691;2;1;3;1;1;3;3;1;1;3;3;1;1;2;3;3
692;692;1;0;1;1;0;2;0;1;1;1;3;2;2;2;3;0
693;693;0;0;0;0;0;2;0;3;0;0;0;3;3;3;0;0
694;694;1;0;0;0;0;0;0;0;0;2;1;3;1;0;3;1
695;695;1;0;1;2;0;0;0;0;3;3;3;2;0;0;3;3
696;696;3;1;1;0;0;1;1;0;0;0;2;3;1;0;3;1
697;697;1;1;2;1;1;2;1;0;0;3;1;3;0;0;3;3
698;698;1;1;2;2;0;1;2;1;1;1;2;3;1;1;2;3
699;699;2;0;1;1;1;3;2;1;1;0;1;3;3;2;3;0
700;700;0;0;1;0;1;3;0;0;0;1;1;1;1;3;1;1
701;701;1;2;3;0;2;3;0;2;0;2;1;3;3;3;1;1
702;702;0;0;2;0;0;1;0;0;0;0;0;3;0;1;3;2
703;703;3;0;0;1;1;0;0;0;2;0;0;0;0;0;0;3
704;704;1;0;2;0;0;2;1;0;0;0;3;1;0;2;2;1
705;705;1;2;3;0;0;2;0;1;0;2;0;2;0;2;2;1
706;706;2;1;0;2;0;0;0;0;0;0;3;3;0;0;3;1
707;707;1;1;0;1;0;1;1;0;0;1;2;2;0;1;3;0
708;708;1;2;1;1;0;2;2;1;0;0;2;2;1;1;3;2
709;709;1;0;2;3;0;3;2;1;1;2;1;3;3;2;3;1
710;710;2;0;0;0;0;2;2;1;0;0;2;2;1;2;3;1
711;711;1;0;1;0;0;2;0;0;0;0;3;1;0;2;3;2
712;712;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;1
713;713;2;0;0;0;0;1;0;3;3;2;0;2;3;1;1;2
714;714;0;0;1;0;0;2;0;0;0;0;3;2;0;1;3;1
715;715;1;0;0;0;0;0;0;3;0;1;0;3;2;0;0;0
716;716;3;0;0;0;1;0;2;0;2;0;1;1;1;0;3;2
717;717;2;0;3;2;0;2;1;1;1;2;2;2;1;1;3;2
718;718;0;1;0;0;0;2;0;0;0;1;3;2;2;2;3;1
719;719;2;1;1;2;0;1;1;1;0;2;3;3;1;2;3;2
720;720;1;0;3;2;0;0;0;0;0;1;1;1;0;0;2;1
721;721;0;1;2;2;0;2;1;1;1;2;3;3;2;2;3;2
722;722;0;0;1;0;0;1;0;2;0;1;1;2;2;1;3;2
723;723;0;0;0;0;0;1;0;0;0;2;3;2;1;1;3;0
724;724;2;1;0;3;0;0;1;0;0;1;3;1;0;1;2;3
725;725;2;0;0;1;0;2;1;0;0;1;3;0;1;2;2;1
726;726;0;0;0;1;0;2;0;1;0;1;3;2;0;2;3;2
727;727;2;0;0;3;1;1;1;3;0;2;0;2;2;1;2;2
728;728;2;1;3;1;0;2;3;0;1;1;2;1;1;1;2;1
729;729;1;2;0;1;3;0;0;0;1;0;0;2;1;0;2;0
730;730;2;1;1;2;2;2;1;0;0;3;3;0;0;2;3;2
731;731;1;0;0;1;0;2;1;0;0;2;0;3;2;1;2;1
732;732;1;0;0;1;0;1;0;0;0;0;3;1;0;0;2;1
733;733;2;1;0;0;1;2;2;1;0;2;0;2;2;1;1;2
